Station Code,DateTimeStamp,Monitoring Program,Rep,F_Record,PO4F,F_PO4F,TP,F_TP,NH4F,F_NH4F,NO2F,F_NO2F,NO3F,F_NO3F,NO23F,F_NO23F,DIN,F_DIN,TN,F_TN,UncCHLa_N,F_UncCHLa_N,CHLA_N,F_CHLA_N,PHEA,F_PHEA,SiO4F,F_SiO4F,TSS,F_TSS,WTEM_N,F_WTEM_N,SALT_N,F_SALT_N,DO_N,F_DO_N,PH_N,F_PH_N,TURB_N,F_TURB_N,Color,F_Color,SECCHI,F_SECCHI,IRR0_N,F_IRR0_N,IRR1_N,F_IRR1_N,Kd_N,F_Kd_N
gtmfmnut,01/13/2010 10:11,1,1,,0.016,0,0.079,0,0.031,0,0.0100,<-4> [SBL],,<-4> [SCB],0.0063,0,0.037,0,0.380,0,5.1,0,4.5,0,1.3,0,1.39,0,36.8,0,10.6,0,28.2,0,5.9,0,7.0,<0> (CSM),0.8,0,66.4,0,1.5,0,1626.0,0,203.2,0,2.080,0
gtmfmnut,01/13/2010 10:12,1,2,,0.008,0,0.059,0,0.019,0,0.0100,<-4> [SBL],,<-4> [SCB],0.0076,0,0.027,0,0.360,0,5.5,0,5.1,0,0.8,0,1.33,0,43.2,0,10.6,0,28.2,0,5.9,0,7.0,<0> (CSM),0.8,0,25.3,0,1.5,0,1626.0,0,203.2,0,2.080,0
gtmssnut,01/13/2010 12:06,1,1,,0.007,0,0.048,0,0.019,0,0.0100,<-4> [SBL],,<-4> [SCB],0.0122,0,0.031,0,0.281,0,6.3,0,5.4,0,1.9,0,0.74,0,39.6,0,10.9,0,31.7,0,10.9,0,7.0,<0> (CSM),1.2,0,15.5,0,1.5,0,1850.0,0,338.9,0,1.697,0
gtmssnut,01/13/2010 12:07,1,2,,0.006,0,0.060,0,0.023,0,0.0100,<-4> [SBL],,<-4> [SCB],0.0062,0,0.029,0,0.305,0,7.1,0,6.5,0,1.2,0,0.91,0,35.6,0,10.9,0,31.7,0,10.9,0,7.0,<0> (CSM),0.8,0,18.4,0,1.5,0,1850.0,0,338.9,0,1.697,0
gtmpinut,01/13/2010 13:26,1,1,,0.008,0,0.033,0,0.025,0,0.0100,<-4> [SBL],,<-4> [SCB],0.0115,0,0.036,0,0.167,0,1.7,0,1.6,0,0.4,0,0.65,0,32.4,0,11.4,0,32.4,0,11.4,0,7.0,<0> (CSM),0.8,0,14.6,0,2.5,0,1958.0,0,628.1,0,1.137,0
gtmpinut,01/13/2010 13:27,1,2,,0.006,0,0.040,0,0.019,0,0.0100,<-4> [SBL],,<-4> [SCB],0.0061,0,0.025,0,0.129,0,1.8,0,1.8,0,0.2,<-4> [SBL],0.85,0,53.4,0,11.4,0,32.4,0,11.4,0,7.0,<0> (CSM),0.7,0,13.7,0,2.5,0,1958.0,0,628.1,0,1.137,0
gtmpcnut,01/13/2010 15:51,1,1,,0.026,0,0.068,0,0.026,0,0.0100,<-4> [SBL],,<-4> [SCB],0.0109,0,0.037,0,0.320,0,7.1,0,6.5,0,1.2,0,5.24,0,24.2,0,11.5,0,19.4,0,6.5,0,7.0,<0> (CSM),2.1,0,32.2,0,1.2,0,660.7,0,71.1,0,2.229,0
gtmpcnut,01/13/2010 15:52,1,2,,0.027,0,0.057,0,0.046,0,0.0100,<-4> [SBL],,<-4> [SCB] (CHB),0.0105,<1> (CHB),0.056,<1> (CHB),0.256,0,6.6,0,6.5,0,0.4,0,5.16,0,18.4,0,11.5,0,19.4,0,6.5,0,7.0,<0> (CSM),1.9,0,33.0,0,1.2,0,660.7,0,71.1,0,2.229,0
gtmpcnut,01/13/2010 17:30,2,1,,0.022,0,0.052,0,0.022,0,0.0100,<-4> [SBL],,<-4> [SCB] (CHB),0.0040,<1> (CHB),0.026,<1> (CHB),0.292,0,7.4,0,7.2,0,0.7,0,4.41,0,29.0,0,,<-1>,20.0,0,,<-1>,,<-1>,2.8,0,28.8,0,,<-1>,,<-1>,,<-1>,,<-1>
gtmpcnut,01/13/2010 20:00,2,1,,0.019,0,0.071,0,0.0177,<-4> [SBL],0.0100,<-4> [SBL],,<-4> [SCB] (CHB),0.0021,<-4> [SBL] (CHB),,<-4> [SCB] (CHB),0.286,0,13.2,0,12.7,0,1.3,0,4.79,0,22.8,0,,<-1>,20.0,0,,<-1>,,<-1>,2.7,0,28.6,0,,<-1>,,<-1>,,<-1>,,<-1>
gtmpcnut,01/13/2010 22:30,2,1,,0.021,0,0.065,0,0.024,0,0.0100,<-4> [SBL],,<-4> [SCB] (CHB),0.0031,<1> (CHB),0.027,<1> (CHB),0.250,0,6.3,0,6.0,0,0.7,0,4.56,0,26.0,0,,<-1>,21.0,0,,<-1>,,<-1>,3.1,0,33.9,0,,<-1>,,<-1>,,<-1>,,<-1>
gtmpcnut,01/14/2010 01:00,2,1,,0.020,0,0.066,0,0.0177,<-4> [SBL],0.0100,<-4> [SBL],,<-4> [SCB] (CHB),0.0021,<-4> [SBL] (CHB),,<-4> [SCB] (CHB),0.240,0,10.9,0,10.6,0,0.8,0,4.24,0,22.6,0,,<-1>,21.0,0,,<-1>,,<-1>,3.4,0,30.1,0,,<-1>,,<-1>,,<-1>,,<-1>
gtmpcnut,01/14/2010 03:30,2,1,,0.024,0,0.068,0,0.034,0,0.0100,<-4> [SBL],,<-4> [SCB] (CHB),0.0029,<1> (CHB),0.037,<1> (CHB),0.304,0,10.1,0,9.9,0,0.7,0,4.51,0,22.4,0,,<-1>,21.0,0,,<-1>,,<-1>,2.3,0,29.0,0,,<-1>,,<-1>,,<-1>,,<-1>
gtmpcnut,01/14/2010 06:00,2,1,,0.024,0,0.055,0,0.042,0,0.0100,<-4> [SBL],,<-4> [SCB] (CHB),0.0037,<1> (CHB),0.046,<1> (CHB),0.253,0,4.4,0,4.2,0,0.4,0,4.45,0,24.2,0,,<-1>,21.0,0,,<-1>,,<-1>,2.3,0,30.8,0,,<-1>,,<-1>,,<-1>,,<-1>
gtmpcnut,01/14/2010 08:30,2,1,,0.021,0,0.058,0,0.035,0,0.0100,<-4> [SBL],,<-4> [SCB] (CHB),0.0030,<1> (CHB),0.038,<1> (CHB),0.152,0,5.1,0,4.7,0,0.9,0,4.34,0,21.0,0,,<-1>,20.5,0,,<-1>,,<-1>,2.5,0,28.7,0,,<-1>,,<-1>,,<-1>,,<-1>
gtmpcnut,01/14/2010 11:00,2,1,,0.022,0,0.051,0,0.037,0,0.0100,<-4> [SBL],,<-4> [SCB] (CHB),0.0029,<1> (CHB),0.040,<1> (CHB),0.224,0,4.4,0,2.4,0,3.5,0,3.72,0,27.6,0,,<-1>,22.0,0,,<-1>,,<-1>,2.8,0,28.6,0,,<-1>,,<-1>,,<-1>,,<-1>
gtmpcnut,01/14/2010 13:30,2,1,,0.019,0,0.055,0,0.028,0,0.0100,<-4> [SBL],,<-4> [SCB] (CHB),0.0021,<1> (CHB),0.030,<1> (CHB),0.256,0,5.8,0,5.6,0,0.5,0,3.03,0,26.4,0,,<-1>,24.0,0,,<-1>,,<-1>,2.6,0,26.9,0,,<-1>,,<-1>,,<-1>,,<-1>
gtmpcnut,01/14/2010 16:00,2,1,,0.020,0,0.049,0,0.025,0,0.0100,<-4> [SBL],,<-4> [SCB] (CHB),0.0027,<1> (CHB),0.028,<1> (CHB),0.246,0,4.6,0,4.2,0,0.7,0,3.40,0,22.2,0,,<-1>,23.5,0,,<-1>,,<-1>,2.6,0,25.6,0,,<-1>,,<-1>,,<-1>,,<-1>
gtmpcnut,01/14/2010 18:30,2,1,,0.022,0,0.046,0,0.036,0,0.0100,<-4> [SBL],,<-4> [SCB] (CHB),0.0031,<1> (CHB),0.039,<1> (CHB),0.268,0,3.0,0,2.9,0,0.3,0,3.25,0,22.0,0,,<-1>,23.5,0,,<-1>,,<-1>,3.1,0,32.4,0,,<-1>,,<-1>,,<-1>,,<-1>
gtmpcnut,02/15/2010 12:30,2,1,,0.013,0,0.044,0,0.0177,<-4> [SBL],0.0100,<-4> [SBL],,<-4> [SCB],0.0168,0,,<-4> [SCB],0.763,0,1.7,0,1.6,<-3> [GQD],0.4,0,6.19,0,7.7,0,,<-1>,0.0,0,,<-1>,,<-1>,3.8,0,296.3,0,,<-1>,,<-1>,,<-1>,,<-1>
gtmpcnut,02/15/2010 15:00,2,1,,0.018,0,0.039,0,0.025,0,0.0104,0,0.0111,0,0.0215,0,0.046,0,0.903,0,0.9,0,0.7,<-3> [GQD],0.4,0,6.40,0,1.3,0,,<-1>,0.0,0,,<-1>,,<-1>,3.6,0,323.4,0,,<-1>,,<-1>,,<-1>,,<-1>
gtmpcnut,02/15/2010 17:30,2,1,,0.014,0,0.035,0,0.020,0,0.0100,<-4> [SBL],,<-4> [SCB],0.0160,0,0.036,0,0.914,0,0.7,0,0.7,<-3> [GQD],0.2,<-4> [SBL],6.50,0,1.3,0,,<-1>,1.0,0,,<-1>,,<-1>,2.7,0,305.0,0,,<-1>,,<-1>,,<-1>,,<-1>
gtmpcnut,02/15/2010 20:00,2,1,,0.014,0,0.039,0,0.023,0,0.0100,<-4> [SBL],,<-4> [SCB],0.0155,0,0.038,0,0.917,0,0.6,0,0.7,<-3> [GQD],0.2,<-4> [SBL],6.98,0,2.3,0,,<-1>,1.0,0,,<-1>,,<-1>,2.7,0,305.0,0,,<-1>,,<-1>,,<-1>,,<-1>
gtmpcnut,02/15/2010 22:30,2,1,,0.016,0,0.042,0,0.024,0,0.0100,<-4> [SBL],,<-4> [SCB],0.0162,0,0.040,0,0.862,0,1.0,0,0.9,<-3> [GQD],0.2,0,6.46,0,4.0,0,,<-1>,1.0,0,,<-1>,,<-1>,4.2,0,294.4,0,,<-1>,,<-1>,,<-1>,,<-1>
gtmpcnut,02/16/2010 01:00,2,1,,0.018,0,0.038,0,0.026,0,0.0100,<-4> [SBL],,<-4> [SCB],0.0171,0,0.043,0,0.904,0,1.2,0,1.3,<-3> [GQD],0.2,<-4> [SBL],6.19,0,2.0,0,,<-1>,1.0,0,,<-1>,,<-1>,4.2,0,302.1,0,,<-1>,,<-1>,,<-1>,,<-1>
gtmpcnut,02/16/2010 03:30,2,1,,0.016,0,0.029,0,0.025,0,0.0101,0,0.0077,0,0.0178,0,0.043,0,0.877,0,0.6,0,0.7,<-3> [GQD],0.2,<-4> [SBL],7.07,0,1.3,0,,<-1>,1.0,0,,<-1>,,<-1>,3.0,0,304.1,0,,<-1>,,<-1>,,<-1>,,<-1>
gtmpcnut,02/16/2010 06:00,2,1,,0.018,0,0.036,0,0.030,0,0.0100,<-4> [SBL],,<-4> [SCB] (CHB),0.0123,<1> (CHB),0.042,<1> (CHB),0.887,0,0.6,0,0.9,<-3> [GQD],0.2,<-4> [SBL],6.81,0,1.7,0,,<-1>,1.0,0,,<-1>,,<-1>,2.4,0,294.4,0,,<-1>,,<-1>,,<-1>,,<-1>
gtmpcnut,02/16/2010 08:30,2,1,,0.017,0,0.030,0,0.025,0,0.0100,<-4> [SBL],,<-4> [SCB],0.0149,0,0.040,0,0.879,0,0.7,0,0.7,<-3> [GQD],0.2,<-4> [SBL],6.86,0,1.3,0,,<-1>,1.0,0,,<-1>,,<-1>,2.8,0,283.8,0,,<-1>,,<-1>,,<-1>,,<-1>
gtmpcnut,02/16/2010 11:00,2,1,,0.018,0,0.044,0,0.025,0,0.0100,<-4> [SBL],,<-4> [SCB],0.0188,0,0.044,0,0.880,0,1.4,0,1.3,<-3> [GQD],0.2,<-4> [SBL],7.19,0,4.0,0,,<-1>,1.0,0,,<-1>,,<-1>,4.2,0,305.0,0,,<-1>,,<-1>,,<-1>,,<-1>
gtmpinut,02/16/2010 12:01,1,1,,0.016,0,0.053,0,0.033,0,0.0100,<-4> [SBL],,<-4> [SCB],0.0117,0,0.045,0,0.465,0,6.2,0,5.6,<-3> [GQD],1.2,0,1.68,0,32.6,0,10.8,0,24.2,0,9.2,0,6.5,<0> (CSM),5.2,0,37.8,0,1.5,0,1693.0,0,297.4,0,1.739,0
gtmpinut,02/16/2010 12:02,1,2,,0.019,0,0.057,0,0.036,0,0.0100,<-4> [SBL],,<-4> [SCB],0.0164,0,0.052,0,0.448,0,6.2,0,5.1,<-3> [GQD],1.9,0,1.22,0,29.2,0,10.8,0,24.2,0,9.2,0,6.5,<0> (CSM),4.5,0,46.8,0,1.5,0,1693.0,0,297.4,0,1.739,0
gtmpcnut,02/16/2010 13:30,2,1,,0.017,0,0.032,0,0.026,0,0.0100,<-4> [SBL],,<-4> [SCB],0.0179,0,0.044,0,0.873,0,1.3,0,1.1,<-3> [GQD],0.3,0,6.52,0,5.7,0,,<-1>,1.0,0,,<-1>,,<-1>,3.9,0,274.1,0,,<-1>,,<-1>,,<-1>,,<-1>
gtmssnut,02/16/2010 13:52,1,1,,0.015,0,0.055,0,0.034,0,0.0100,<-4> [SBL],,<-4> [SCB],0.0370,0,0.071,0,0.346,0,2.9,0,2.4,<-3> [GQD],0.9,0,1.68,0,36.0,0,11.6,0,27.0,0,9.3,0,6.5,<0> (CSM),5.4,0,34.8,0,1.2,0,1636.0,0,312.3,0,1.656,0
gtmssnut,02/16/2010 13:53,1,2,,0.017,0,0.046,0,0.033,0,0.0100,<-4> [SBL],,<-4> [SCB],0.0336,0,0.066,0,0.348,0,2.7,0,2.2,<-3> [GQD],0.8,0,2.37,0,35.2,0,11.6,0,27.0,0,9.3,0,6.5,<0> (CSM),4.9,0,37.3,0,1.2,0,1636.0,0,312.3,0,1.656,0
gtmfmnut,02/16/2010 15:46,1,1,,0.007,0,0.039,0,0.021,0,0.0100,<-4> [SBL],,<-4> [SCB],0.0102,0,0.031,0,0.278,0,1.8,0,1.3,<-3> [GQD],0.9,0,1.01,0,31.2,0,11.6,0,27.6,0,8.9,0,6.5,<0> (CSM),4.9,0,33.6,0,1.2,0,1000.0,0,218.3,0,1.522,0
gtmfmnut,02/16/2010 15:47,1,2,,0.007,0,0.029,0,0.025,0,0.0100,<-4> [SBL],,<-4> [SCB],0.0085,0,0.034,0,0.248,0,1.7,0,1.1,<-3> [GQD],1.1,0,1.16,0,32.6,0,11.6,0,27.6,0,8.9,0,6.5,<0> (CSM),4.5,0,38.7,0,1.2,0,1000.0,0,218.3,0,1.522,0
gtmpcnut,02/16/2010 17:01,1,1,,0.017,0,0.039,0,0.026,0,0.0100,<-4> [SBL],,<-4> [SCB],0.0179,0,0.044,0,0.972,0,0.7,0,0.7,<-3> [GQD],0.2,<-4> [SBL],7.45,0,1.3,0,11.1,0,0.1,0,14.2,0,6.5,<0> (CSM),3.6,0,303.1,0,0.5,0,194.8,0,0.3,0,6.476,0
gtmpcnut,02/16/2010 17:02,1,2,,0.018,0,0.042,0,0.026,0,0.0100,<-4> [SBL],,<-4> [SCB],0.0164,0,0.042,0,0.969,0,0.9,0,0.9,<-3> [GQD],0.2,<-4> [SBL],6.95,0,8.3,0,11.1,0,0.1,0,14.2,0,6.5,<0> (CSM),3.6,0,328.2,0,0.5,0,194.8,0,0.3,0,6.476,0
gtmpcnut,03/15/2010 12:00,2,1,,0.021,0,0.075,0,0.020,0,0.0103,0,0.0019,0,0.0122,0,0.032,0,0.581,<-3> [GQD],4.0,0,3.1,0,1.5,0,5.87,0,8.3,0,,<-1>,0.0,0,,<-1>,,<-1>,6.8,0,271.0,0,,<-1>,,<-1>,,<-1>,,<-1>
gtmpcnut,03/15/2010 14:30,2,1,,0.022,0,0.063,0,0.018,0,0.0104,0,0.0016,0,0.0120,0,0.030,0,0.603,<-3> [GQD],1.6,0,1.1,0,0.8,0,5.78,0,2.0,0,,<-1>,0.0,0,,<-1>,,<-1>,4.6,0,248.9,0,,<-1>,,<-1>,,<-1>,,<-1>
gtmpcnut,03/15/2010 17:00,2,1,,0.022,0,0.063,0,0.019,0,0.0108,0,0.0029,0,0.0137,0,0.033,0,0.544,<-3> [GQD],1.1,0,0.9,0,0.4,0,6.77,0,4.0,0,,<-1>,0.0,0,,<-1>,,<-1>,4.0,0,266.2,0,,<-1>,,<-1>,,<-1>,,<-1>
gtmpcnut,03/15/2010 19:30,2,1,,0.022,0,0.050,0,0.025,0,0.0108,0,0.0024,0,0.0132,0,0.038,0,0.567,<-3> [GQD],1.0,0,0.7,0,0.6,0,6.14,0,3.7,0,,<-1>,0.0,0,,<-1>,,<-1>,3.8,0,222.8,0,,<-1>,,<-1>,,<-1>,,<-1>
gtmpcnut,03/15/2010 22:00,2,1,,0.023,0,0.065,0,0.020,0,0.0100,<-4> [SBL],,<-4> [SCB],0.0142,0,0.034,0,0.582,<-3> [GQD],2.5,0,1.6,0,1.6,0,6.32,0,11.0,0,,<-1>,0.0,0,,<-1>,,<-1>,7.8,0,265.3,0,,<-1>,,<-1>,,<-1>,,<-1>
gtmpcnut,03/16/2010 00:30,2,1,,0.023,0,0.071,0,0.025,0,0.0100,<-4> [SBL],,<-4> [SCB],0.0152,0,0.040,0,0.298,<-3> [GQD],2.3,0,1.6,0,1.3,0,5.85,0,11.7,0,,<-1>,1.0,0,,<-1>,,<-1>,7.4,0,290.4,0,,<-1>,,<-1>,,<-1>,,<-1>
gtmpcnut,03/16/2010 03:00,2,1,,0.024,0,0.069,0,0.022,0,0.0110,0,0.0047,0,0.0157,0,0.038,0,0.544,<-3> [GQD],1.0,0,0.7,0,0.6,0,6.24,0,5.0,0,,<-1>,1.0,0,,<-1>,,<-1>,4.9,0,252.7,0,,<-1>,,<-1>,,<-1>,,<-1>
gtmpcnut,03/16/2010 05:30,2,1,,0.024,0,0.058,0,0.022,0,0.0110,0,0.0046,0,0.0156,0,0.038,0,0.500,<-3> [GQD],0.9,0,0.9,0,0.2,<-4> [SBL],6.66,0,3.0,0,,<-1>,1.0,0,,<-1>,,<-1>,3.8,0,317.4,0,,<-1>,,<-1>,,<-1>,,<-1>
gtmpcnut,03/16/2010 08:00,2,1,,0.024,0,0.058,0,0.029,0,0.0111,0,0.0050,0,0.0161,0,0.045,0,0.546,<-3> [GQD],2.3,0,2.0,0,0.6,0,6.81,0,1.7,0,,<-1>,1.0,0,,<-1>,,<-1>,3.8,0,281.7,0,,<-1>,,<-1>,,<-1>,,<-1>
gtmpcnut,03/16/2010 10:30,2,1,,0.024,0,0.072,0,0.027,0,0.0107,0,0.0064,0,0.0171,0,0.044,0,0.561,<-3> [GQD],4.5,0,3.6,0,1.7,0,6.19,0,11.7,0,,<-1>,2.0,0,,<-1>,,<-1>,6.6,0,289.4,0,,<-1>,,<-1>,,<-1>,,<-1>
gtmpinut,03/16/2010 11:35,1,1,,0.008,0,0.058,0,0.028,0,0.0100,<-4> [SBL],,<-4> [SCB],0.0038,0,0.032,0,0.193,<-3> [GQD],7.8,0,6.7,0,2.1,0,0.94,0,25.4,0,16.1,0,24.7,0,9.3,0,6.5,<0> (CSM),5.0,0,29.3,0,1.0,0,1329.0,0,116.4,0,2.435,0
gtmpinut,03/16/2010 11:36,1,2,,0.007,0,0.056,0,0.034,0,0.0100,<-4> [SBL],,<-4> [SCB],0.0059,0,0.040,0,0.210,<-3> [GQD],8.0,0,6.7,0,2.5,0,1.25,0,28.2,0,16.1,0,24.7,0,9.3,0,6.5,<0> (CSM),6.0,0,30.2,0,1.0,0,1329.0,0,116.4,0,2.435,0
gtmpcnut,03/16/2010 13:00,2,1,,0.021,0,0.083,0,0.025,0,0.0100,<-4> [SBL],,<-4> [SCB],0.0111,0,0.036,0,0.272,<-3> [GQD],10.3,0,8.7,0,3.0,0,5.31,0,18.7,0,,<-1>,2.0,0,,<-1>,,<-1>,7.9,0,223.8,0,,<-1>,,<-1>,,<-1>,,<-1>
gtmssnut,03/16/2010 13:31,1,1,,0.018,0,0.058,0,0.053,0,0.0100,<-4> [SBL],,<-4> [SCB],0.0257,0,0.079,0,0.055,<-3> [GQD],4.7,0,4.7,0,0.2,<-4> [SBL],1.66,0,29.2,0,16.2,0,29.7,0,10.2,0,6.5,<0> (CSM),5.9,0,26.4,0,1.5,0,1902.0,0,147.1,0,2.560,0
gtmssnut,03/16/2010 13:32,1,2,,0.019,0,0.056,0,0.051,0,0.0100,<-4> [SBL],,<-4> [SCB],0.0261,0,0.077,0,0.046,<-4> [SBL],4.8,0,4.0,0,1.4,0,1.79,0,22.8,0,16.2,0,29.7,0,10.2,0,6.5,<0> (CSM),5.0,0,20.2,0,1.5,0,1902.0,0,147.1,0,2.560,0
gtmfmnut,03/16/2010 14:28,1,1,,0.011,0,0.053,0,0.032,0,0.0100,<-4> [SBL],,<-4> [SCB],0.0084,0,0.040,0,0.046,<-4> [SBL],3.6,0,3.4,0,0.5,0,1.31,0,19.0,0,15.5,0,28.5,0,9.8,0,6.5,<0> (CSM),4.4,0,20.7,0,1.0,0,1477.0,0,290.6,0,1.626,0
gtmfmnut,03/16/2010 14:29,1,2,,0.011,0,0.050,0,0.034,0,0.0100,<-4> [SBL],,<-4> [SCB],0.0067,0,0.041,0,0.046,<-4> [SBL],4.8,0,6.5,<-3> [GQD],0.2,<-4> [SBL],1.08,0,23.2,0,15.5,0,28.5,0,9.8,0,6.5,<0> (CSM),4.4,0,21.4,0,1.0,0,1477.0,0,290.6,0,1.626,0
gtmpcnut,03/16/2010 16:12,1,1,,0.030,0,0.075,0,0.027,0,0.0103,0,0.0060,0,0.0163,0,0.043,0,0.663,<-3> [GQD],2.3,0,1.8,0,0.9,0,6.58,0,2.7,0,18.1,0,0.2,0,6.7,0,6.0,<0> (CSM),5.9,0,250.8,0,1.1,0,543.7,0,0.5,0,6.992,0
gtmpcnut,03/16/2010 16:13,1,2,,0.026,0,0.051,0,0.025,0,0.0100,<-4> [SBL],,<-4> [SCB],0.0144,0,0.039,0,0.540,<-3> [GQD],2.0,0,1.3,0,1.2,0,6.37,0,5.3,0,18.1,0,0.2,0,6.7,0,6.0,<0> (CSM),5.6,0,246.9,0,1.1,0,543.7,0,0.5,0,6.992,0
gtmpcnut,04/14/2010 10:30,2,1,,0.028,0,0.075,0,0.0177,<-4> [SBL],0.0100,<-4> [SBL],,<-4> [SCB],0.0157,0,,<-4> [SCB],0.499,0,6.4,0,4.5,0,3.6,0,4.49,0,10.0,0,,<-1>,15.0,0,,<-1>,,<-1>,6.3,0,159.1,0,,<-1>,,<-1>,,<-1>,,<-1>
gtmpinut,04/14/2010 10:50,1,1,,0.018,0,0.065,0,0.029,0,0.0100,<-4> [SBL],,<-4> [SCB],0.0066,0,0.036,0,0.103,0,10.9,0,9.4,0,3.0,0,1.68,0,26.0,0,21.6,0,28.4,0,6.8,0,6.5,<0> (CSM),6.6,0,29.9,0,1.0,0,,<-2> [GDM],,<-2> [GDM],1.450,<1> (CSM)
gtmpinut,04/14/2010 10:51,1,2,,0.016,0,0.067,0,0.022,0,0.0100,<-4> [SBL],,<-4> [SCB],0.0028,0,0.025,0,0.227,0,11.6,0,9.6,0,3.7,0,2.72,0,30.6,0,21.6,0,28.4,0,6.8,0,6.5,<0> (CSM),7.8,0,33.2,0,1.0,0,,<-2> [GDM],,<-2> [GDM],1.450,<1> (CSM)
