Station Code,DateTimeStamp,Monitoring Program,Rep,F_Record,PO4F,F_PO4F,TP,F_TP,NH4F,F_NH4F,NO2F,F_NO2F,NO3F,F_NO3F,NO23F,F_NO23F,DIN,F_DIN,TN,F_TN,UncCHLa_N,F_UncCHLa_N,CHLA_N,F_CHLA_N,PHEA,F_PHEA,SiO4F,F_SiO4F,TSS,F_TSS,WTEM_N,F_WTEM_N,SALT_N,F_SALT_N,DO_N,F_DO_N,PH_N,F_PH_N,TURB_N,F_TURB_N,Color,F_Color,SECCHI,F_SECCHI,IRR0_N,F_IRR0_N,IRR1_N,F_IRR1_N,Kd_N,F_Kd_N
gtmpcnut,10/05/2010 09:30,2,1,,0.020,0,0.072,0,0.0177,<-4> [SBL],0.0100,<-4> [SBL],,<-4> [SCB],0.0050,0,,<-4> [SCB],0.574,0,11.3,0,9.6,0,3.3,0,3.47,0,40.4,0,,<-1>,35.0,0,,<-1>,,<-1>,7.2,0,21.3,0,,<-1>,,<-1>,,<-1>,,<-1>
gtmssnut,10/05/2010 10:20,1,1,,0.012,0,0.058,0,0.0177,<-4> [SBL],0.0100,<-4> [SBL],,<-4> [SCB],0.0166,0,,<-4> [SCB],0.286,0,7.5,0,6.2,0,2.4,0,0.62,0,58.4,0,24.4,0,34.3,0,6.6,0,6.5,<0> (CSM),10.8,0,5.6,0,0.8,0,1599.0,0,207.6,0,2.042,0
gtmssnut,10/05/2010 10:21,1,2,,0.018,0,0.056,0,0.024,0,0.0100,<-4> [SBL],,<-4> [SCB],0.0271,0,0.051,0,0.425,0,7.0,0,5.8,0,2.2,0,2.52,0,58.2,0,24.4,0,34.3,0,6.6,0,6.5,<0> (CSM),11.5,0,16.4,<-3> [GQD],0.8,0,1599.0,0,207.6,0,2.042,0
gtmfmnut,10/05/2010 11:30,1,1,,0.014,0,0.053,0,0.018,0,0.0100,<-4> [SBL],,<-4> [SCB],0.0173,0,0.035,0,0.352,0,5.0,0,4.5,0,1.0,0,2.18,0,36.0,0,23.4,0,34.7,0,6.6,0,6.5,<0> (CSM),6.4,0,7.1,0,1.0,0,731.0,0,148.9,0,1.591,0
gtmfmnut,10/05/2010 11:31,1,2,,0.015,0,0.050,0,0.020,0,0.0100,<-4> [SBL],,<-4> [SCB],0.0208,0,0.041,0,0.342,0,4.7,0,4.0,0,1.3,0,2.12,0,31.0,0,23.4,0,34.7,0,6.6,0,6.5,<0> (CSM),6.6,0,6.0,0,1.0,0,731.0,0,148.9,0,1.591,0
gtmpcnut,10/05/2010 12:00,2,1,,0.022,0,0.083,0,0.0177,<-4> [SBL],0.0100,<-4> [SBL],,<-4> [SCB],0.0027,0,,<-4> [SCB],0.544,0,12.8,0,10.9,0,3.5,0,3.07,0,46.4,0,,<-1>,33.0,0,,<-1>,,<-1>,8.6,0,28.5,0,,<-1>,,<-1>,,<-1>,,<-1>
gtmpcnut,10/05/2010 13:30,1,1,,0.026,0,0.075,0,0.0177,<-4> [SBL],0.0100,<-4> [SBL],,<-4> [SCB],0.0048,0,,<-4> [SCB],0.722,0,12.3,0,10.5,0,3.5,0,3.92,0,47.8,0,24.1,0,27.3,0,6.3,0,6.5,<0> (CSM),8.8,0,31.0,0,,<-2> [GDM],495.7,0,12.2,0,3.704,0
gtmpcnut,10/05/2010 13:31,1,2,,0.026,0,0.051,0,0.0177,<-4> [SBL],0.0100,<-4> [SBL],,<-4> [SCB],0.0073,0,,<-4> [SCB],0.659,0,12.2,0,10.5,0,3.3,0,4.72,0,35.4,0,24.1,0,27.3,0,6.3,0,6.5,<0> (CSM),8.5,0,30.2,0,,<-2> [GDM],495.7,0,12.2,0,3.704,0
gtmpcnut,11/08/2010 14:00,2,1,,0.018,0,0.123,0,0.041,0,0.0100,<-4> [SBL],,<-4> [SCB],0.0113,0,0.052,0,0.245,0,5.5,0,4.9,0,1.2,0,2.17,0,44.2,0,,<-1>,34.0,0,,<-1>,,<-1>,6.8,0,22.6,0,,<-1>,,<-1>,,<-1>,,<-1>
gtmpcnut,11/08/2010 16:30,2,1,,0.023,0,0.074,0,0.032,0,0.0100,<-4> [SBL],,<-4> [SCB],0.0062,0,0.038,0,0.427,0,10.1,0,8.7,0,2.7,0,2.31,0,42.8,0,,<-1>,31.0,0,,<-1>,,<-1>,5.7,0,33.2,0,,<-1>,,<-1>,,<-1>,,<-1>
gtmpcnut,11/08/2010 19:00,2,1,,0.025,0,0.075,0,0.027,0,0.0100,<-4> [SBL],,<-4> [SCB],0.0046,0,0.032,0,0.390,0,10.8,0,9.6,0,2.3,0,3.77,0,34.4,0,,<-1>,21.0,0,,<-1>,,<-1>,4.4,0,35.7,0,,<-1>,,<-1>,,<-1>,,<-1>
gtmpcnut,11/08/2010 21:30,2,1,,0.029,0,0.081,0,0.022,0,0.0100,<-4> [SBL],,<-4> [SCB],0.0050,0,0.027,0,0.434,0,12.0,0,10.3,0,3.4,0,3.85,0,19.8,0,,<-1>,25.0,0,,<-1>,,<-1>,4.3,0,36.2,0,,<-1>,,<-1>,,<-1>,,<-1>
gtmpcnut,11/09/2010 00:00,2,1,,0.023,0,0.083,0,0.033,0,0.0100,<-4> [SBL],,<-4> [SCB],0.0069,0,0.040,0,0.381,0,8.0,0,6.9,0,2.1,0,3.34,0,29.2,0,,<-1>,30.0,0,,<-1>,,<-1>,5.7,0,31.5,0,,<-1>,,<-1>,,<-1>,,<-1>
gtmpcnut,11/09/2010 02:30,2,1,,0.026,0,0.062,0,0.038,0,0.0100,<-4> [SBL],,<-4> [SCB],0.0069,0,0.045,0,0.373,0,8.4,0,7.2,0,2.3,0,3.31,0,25.8,0,,<-1>,29.0,0,,<-1>,,<-1>,2.4,0,32.1,0,,<-1>,,<-1>,,<-1>,,<-1>
gtmpcnut,11/09/2010 05:00,2,1,,,<-2> [GDM] (CSM),,<-2> [GDM] (CSM),,<-2> [GDM] (CSM),,<-2> [GDM] (CSM),,<-2> [GCM] (CSM),,<-2> [GDM] (CSM),,<-2> [GCM] (CSM),,<-2> [GDM] (CSM),,<-2> [GDM] (CSM),,<-2> [GDM] (CSM),,<-2> [GDM] (CSM),,<-2> [GDM] (CSM),,<-2> [GDM] (CSM),,<-1>,,<-2> [GDM] (CSM),,<-1>,,<-1>,,<-2> [GDM] (CSM),,<-2> [GDM] (CSM),,<-1>,,<-1>,,<-1>,,<-1>
gtmpcnut,11/09/2010 07:30,2,1,,,<-2> [GDM] (CSM),,<-2> [GDM] (CSM),,<-2> [GDM] (CSM),,<-2> [GDM] (CSM),,<-2> [GCM] (CSM),,<-2> [GDM] (CSM),,<-2> [GCM] (CSM),,<-2> [GDM] (CSM),,<-2> [GDM] (CSM),,<-2> [GDM] (CSM),,<-2> [GDM] (CSM),,<-2> [GDM] (CSM),,<-2> [GDM] (CSM),,<-1>,,<-2> [GDM] (CSM),,<-1>,,<-1>,,<-2> [GDM] (CSM),,<-2> [GDM] (CSM),,<-1>,,<-1>,,<-1>,,<-1>
gtmpcnut,11/09/2010 10:00,2,1,,,<-2> [GDM] (CSM),,<-2> [GDM] (CSM),,<-2> [GDM] (CSM),,<-2> [GDM] (CSM),,<-2> [GCM] (CSM),,<-2> [GDM] (CSM),,<-2> [GCM] (CSM),,<-2> [GDM] (CSM),,<-2> [GDM] (CSM),,<-2> [GDM] (CSM),,<-2> [GDM] (CSM),,<-2> [GDM] (CSM),,<-2> [GDM] (CSM),,<-1>,,<-2> [GDM] (CSM),,<-1>,,<-1>,,<-2> [GDM] (CSM),,<-2> [GDM] (CSM),,<-1>,,<-1>,,<-1>,,<-1>
gtmpcnut,11/09/2010 12:30,2,1,,,<-2> [GDM] (CSM),,<-2> [GDM] (CSM),,<-2> [GDM] (CSM),,<-2> [GDM] (CSM),,<-2> [GCM] (CSM),,<-2> [GDM] (CSM),,<-2> [GCM] (CSM),,<-2> [GDM] (CSM),,<-2> [GDM] (CSM),,<-2> [GDM] (CSM),,<-2> [GDM] (CSM),,<-2> [GDM] (CSM),,<-2> [GDM] (CSM),,<-1>,,<-2> [GDM] (CSM),,<-1>,,<-1>,,<-2> [GDM] (CSM),,<-2> [GDM] (CSM),,<-1>,,<-1>,,<-1>,,<-1>
gtmpinut,11/09/2010 13:00,1,1,,0.005,0,0.043,0,0.058,0,0.0100,<-4> [SBL],,<-4> [SCB],0.0059,0,0.064,0,0.272,0,5.9,0,5.4,0,1.1,0,0.79,0,23.8,0,17.5,0,35.1,0,8.3,0,6.5,<0> (CSM),4.8,0,8.8,0,1.2,0,1461.0,0,491.2,0,1.090,0
gtmpinut,11/09/2010 13:01,1,2,,0.010,0,0.038,0,0.042,0,0.0100,<-4> [SBL],,<-4> [SCB],0.0090,0,0.051,0,0.259,0,5.8,0,5.4,0,0.9,0,0.81,0,30.6,0,17.5,0,35.1,0,8.3,0,6.5,<0> (CSM),4.8,0,10.2,0,1.2,0,1461.0,0,491.2,0,1.090,0
gtmssnut,11/09/2010 14:00,1,1,,0.007,0,0.052,0,0.026,0,0.0100,<-4> [SBL],,<-4> [SCB],0.0084,0,0.034,0,0.205,0,6.2,0,5.6,0,1.3,0,1.14,0,34.2,0,20.1,0,34.3,0,8.1,0,6.5,<0> (CSM),6.2,0,3.9,0,1.0,0,1271.0,0,272.8,0,1.539,0
gtmssnut,11/09/2010 14:01,1,2,,0.006,0,0.052,0,0.039,0,0.0100,<-4> [SBL],,<-4> [SCB],0.0097,0,0.049,0,0.191,0,5.5,0,4.7,0,1.6,0,0.74,0,34.4,0,20.1,0,34.3,0,8.1,0,6.5,<0> (CSM),6.2,0,6.9,0,1.0,0,1271.0,0,272.8,0,1.539,0
gtmpcnut,11/09/2010 15:00,2,1,,,<-2> [GDM] (CSM),,<-2> [GDM] (CSM),,<-2> [GDM] (CSM),,<-2> [GDM] (CSM),,<-2> [GCM] (CSM),,<-2> [GDM] (CSM),,<-2> [GCM] (CSM),,<-2> [GDM] (CSM),,<-2> [GDM] (CSM),,<-2> [GDM] (CSM),,<-2> [GDM] (CSM),,<-2> [GDM] (CSM),,<-2> [GDM] (CSM),,<-1>,,<-2> [GDM] (CSM),,<-1>,,<-1>,,<-2> [GDM] (CSM),,<-2> [GDM] (CSM),,<-1>,,<-1>,,<-1>,,<-1>
gtmfmnut,11/09/2010 15:11,1,1,,0.011,0,0.058,0,0.050,0,0.0100,<-4> [SBL],,<-4> [SCB],0.0158,0,0.066,0,0.223,0,3.1,0,2.9,0,0.5,0,1.61,0,31.6,0,17.6,0,34.2,0,10.5,0,6.5,<0> (CSM),5.6,0,5.7,0,1.0,0,622.4,0,167.7,0,1.311,0
gtmfmnut,11/09/2010 15:12,1,2,,0.011,0,0.062,0,0.058,0,0.0100,<-4> [SBL],,<-4> [SCB],0.0177,0,0.076,0,0.226,0,3.3,0,3.1,0,0.4,0,1.52,0,30.2,0,17.6,0,34.2,0,10.5,0,6.5,<0> (CSM),5.6,0,6.1,0,1.0,0,622.4,0,167.7,0,1.311,0
gtmpcnut,11/09/2010 17:45,1,1,,0.023,0,0.087,0,0.026,0,0.0100,<-4> [SBL],,<-4> [SCB],0.0052,0,0.031,0,0.450,0,11.7,0,10.3,0,2.8,0,2.91,0,45.2,0,16.0,0,25.6,0,15.2,0,6.5,<0> (CSM),3.8,0,30.8,0,0.8,0,411.1,0,5.9,0,4.244,0
gtmpcnut,11/09/2010 17:46,1,2,,0.026,0,0.085,0,0.024,0,0.0100,<-4> [SBL],,<-4> [SCB],0.0047,0,0.029,0,0.345,0,11.7,0,10.0,0,3.1,0,2.46,0,38.2,0,16.0,0,25.6,0,15.2,0,6.5,<0> (CSM),3.8,0,35.6,0,0.8,0,411.1,0,5.9,0,4.244,0
gtmpinut,12/07/2010 12:00,1,1,,0.011,0,0.044,<1> (CHB),0.041,0,0.0100,<-4> [SBL],,<-4> [SCB],0.0071,0,0.048,0,0.209,0,7.6,0,6.7,0,1.8,0,0.56,0,52.2,0,13.1,0,35.0,0,8.2,0,6.5,<0> (CSM),5.4,0,6.0,0,1.3,0,861.2,0,463.2,0,0.620,0
gtmpinut,12/07/2010 12:01,1,2,,0.010,0,0.042,<1> (CHB),0.044,0,0.0100,<-4> [SBL],,<-4> [SCB],0.0052,0,0.049,0,0.184,0,7.4,0,6.7,0,1.3,0,0.43,0,50.0,0,13.1,0,35.0,0,8.2,0,6.5,<0> (CSM),5.6,0,6.7,0,1.3,0,861.2,0,463.2,0,0.620,0
gtmssnut,12/07/2010 13:20,1,1,,0.008,0,0.051,<1> (CHB),0.057,0,0.0100,<-4> [SBL],,<-4> [SCB],0.0097,0,0.067,0,0.120,0,5.1,0,4.9,0,0.6,0,0.50,0,27.8,0,14.3,0,34.4,0,8.8,0,6.5,<0> (CSM),3.6,0,4.2,0,1.3,0,1381.0,0,506.8,0,1.002,0
gtmssnut,12/07/2010 13:21,1,2,,0.007,0,0.050,<1> (CHB),0.061,0,0.0100,<-4> [SBL],,<-4> [SCB],0.0074,0,0.068,0,0.107,0,5.3,0,4.9,0,0.9,0,0.94,0,34.8,0,14.3,0,34.4,0,8.8,0,6.5,<0> (CSM),3.0,0,3.3,0,1.3,0,1381.0,0,506.8,0,1.002,0
gtmfmnut,12/07/2010 14:25,1,1,,0.009,0,0.087,<1> (CHB),0.048,0,0.0100,<-4> [SBL],,<-4> [SCB],0.0101,0,0.058,0,0.124,0,2.1,0,1.8,0,0.6,0,1.33,0,33.0,0,12.7,0,34.6,0,9.0,0,6.5,<0> (CSM),3.6,0,2.8,0,1.6,0,858.5,0,326.6,0,0.966,0
gtmfmnut,12/07/2010 14:26,1,2,,0.011,0,0.077,<1> (CHB),0.054,0,0.0100,<-4> [SBL],,<-4> [SCB],0.0178,0,0.072,0,0.053,0,2.1,0,2.0,0,0.2,0,0.78,0,45.0,0,12.7,0,34.6,0,9.0,0,6.5,<0> (CSM),2.6,0,3.2,0,1.6,0,858.5,0,326.6,0,0.966,0
gtmpcnut,12/07/2010 14:30,1,1,,0.027,0,0.057,<1> (CHB),0.026,0,0.0100,<-4> [SBL],,<-4> [SCB],0.0022,0,0.028,0,0.341,0,11.5,0,10.0,0,2.8,0,4.45,0,20.0,0,10.1,0,24.2,0,10.1,0,6.5,<0> (CSM),3.6,0,22.7,0,1.0,0,252.0,0,27.0,0,2.234,0
gtmpcnut,12/07/2010 14:31,1,2,,0.027,0,0.057,<1> (CHB),0.020,0,0.0100,<-4> [SBL],,<-4> [SCB],0.0027,0,0.023,0,0.371,0,10.9,0,9.6,0,2.6,0,3.88,0,20.0,0,10.1,0,24.2,0,10.1,0,6.5,<0> (CSM),3.4,0,23.7,0,1.0,0,252.0,0,27.0,0,2.234,0
gtmpcnut,12/07/2010 15:30,2,1,,0.013,0,0.063,<1> (CHB),0.030,0,0.0100,<-4> [SBL],,<-4> [SCB],0.0035,0,0.034,0,0.125,0,5.8,0,4.5,0,2.4,0,2.55,0,28.8,0,,<-1>,36.0,0,,<-1>,,<-1>,5.8,0,11.0,0,,<-1>,,<-1>,,<-1>,,<-1>
gtmpcnut,12/07/2010 18:00,2,1,,0.022,0,0.067,<1> (CHB),0.022,0,0.0100,<-4> [SBL],,<-4> [SCB],0.0033,0,0.025,0,0.178,0,11.1,0,9.6,0,2.9,0,3.44,0,35.0,0,,<-1>,31.0,0,,<-1>,,<-1>,6.6,0,18.7,0,,<-1>,,<-1>,,<-1>,,<-1>
gtmpcnut,12/07/2010 20:30,2,1,,0.027,0,0.067,<1> (CHB),0.018,0,0.0100,<-4> [SBL],,<-4> [SCB],0.0021,<-4> [SBL],,<-4> [SCB],0.164,0,12.3,0,11.4,0,2.0,0,4.75,0,26.8,0,,<-1>,26.0,0,,<-1>,,<-1>,4.6,0,23.8,0,,<-1>,,<-1>,,<-1>,,<-1>
gtmpcnut,12/07/2010 23:00,2,1,,0.026,0,0.075,<1> (CHB),0.028,0,0.0100,<-4> [SBL],,<-4> [SCB],0.0021,0,0.030,0,0.166,0,12.0,0,10.0,0,3.8,0,4.33,0,22.0,0,,<-1>,27.0,0,,<-1>,,<-1>,4.5,0,21.7,0,,<-1>,,<-1>,,<-1>,,<-1>
gtmpcnut,12/08/2010 01:30,2,1,,0.020,0,0.053,<1> (CHB),0.026,0,0.0100,<-4> [SBL],,<-4> [SCB],0.0036,0,0.030,0,0.156,0,10.0,0,8.7,0,2.5,0,3.31,0,26.4,0,,<-1>,31.0,0,,<-1>,,<-1>,5.6,0,20.4,0,,<-1>,,<-1>,,<-1>,,<-1>
gtmpcnut,12/08/2010 04:00,2,1,,0.024,0,0.051,<1> (CHB),0.027,0,0.0100,<-4> [SBL],,<-4> [SCB],0.0036,0,0.031,0,0.154,0,8.3,0,7.2,0,2.2,0,3.92,0,29.0,0,,<-1>,30.0,0,,<-1>,,<-1>,5.3,0,20.4,0,,<-1>,,<-1>,,<-1>,,<-1>
gtmpcnut,12/08/2010 06:30,2,1,,,<-2> [GDM] (CSM),,<-2> [GDM] (CSM),,<-2> [GDM] (CSM),,<-2> [GDM] (CSM),,<-2> [GCM] (CSM),,<-2> [GDM] (CSM),,<-2> [GCM] (CSM),,<-2> [GDM] (CSM),,<-2> [GDM] (CSM),,<-2> [GDM] (CSM),,<-2> [GDM] (CSM),,<-2> [GDM] (CSM),,<-2> [GDM] (CSM),,<-1>,,<-2> [GDM] (CSM),,<-1>,,<-1>,,<-2> [GDM] (CSM),,<-2> [GDM] (CSM),,<-1>,,<-1>,,<-1>,,<-1>
gtmpcnut,12/08/2010 09:00,2,1,,,<-2> [GDM] (CSM),,<-2> [GDM] (CSM),,<-2> [GDM] (CSM),,<-2> [GDM] (CSM),,<-2> [GCM] (CSM),,<-2> [GDM] (CSM),,<-2> [GCM] (CSM),,<-2> [GDM] (CSM),,<-2> [GDM] (CSM),,<-2> [GDM] (CSM),,<-2> [GDM] (CSM),,<-2> [GDM] (CSM),,<-2> [GDM] (CSM),,<-1>,,<-2> [GDM] (CSM),,<-1>,,<-1>,,<-2> [GDM] (CSM),,<-2> [GDM] (CSM),,<-1>,,<-1>,,<-1>,,<-1>
gtmpcnut,12/08/2010 11:30,2,1,,,<-2> [GDM] (CSM),,<-2> [GDM] (CSM),,<-2> [GDM] (CSM),,<-2> [GDM] (CSM),,<-2> [GCM] (CSM),,<-2> [GDM] (CSM),,<-2> [GCM] (CSM),,<-2> [GDM] (CSM),,<-2> [GDM] (CSM),,<-2> [GDM] (CSM),,<-2> [GDM] (CSM),,<-2> [GDM] (CSM),,<-2> [GDM] (CSM),,<-1>,,<-2> [GDM] (CSM),,<-1>,,<-1>,,<-2> [GDM] (CSM),,<-2> [GDM] (CSM),,<-1>,,<-1>,,<-1>,,<-1>
gtmpcnut,12/08/2010 14:00,2,1,,,<-2> [GDM] (CSM),,<-2> [GDM] (CSM),,<-2> [GDM] (CSM),,<-2> [GDM] (CSM),,<-2> [GCM] (CSM),,<-2> [GDM] (CSM),,<-2> [GCM] (CSM),,<-2> [GDM] (CSM),,<-2> [GDM] (CSM),,<-2> [GDM] (CSM),,<-2> [GDM] (CSM),,<-2> [GDM] (CSM),,<-2> [GDM] (CSM),,<-1>,,<-2> [GDM] (CSM),,<-1>,,<-1>,,<-2> [GDM] (CSM),,<-2> [GDM] (CSM),,<-1>,,<-1>,,<-1>,,<-1>
gtmpcnut,12/08/2010 16:30,2,1,,,<-2> [GDM] (CSM),,<-2> [GDM] (CSM),,<-2> [GDM] (CSM),,<-2> [GDM] (CSM),,<-2> [GCM] (CSM),,<-2> [GDM] (CSM),,<-2> [GCM] (CSM),,<-2> [GDM] (CSM),,<-2> [GDM] (CSM),,<-2> [GDM] (CSM),,<-2> [GDM] (CSM),,<-2> [GDM] (CSM),,<-2> [GDM] (CSM),,<-1>,,<-2> [GDM] (CSM),,<-1>,,<-1>,,<-2> [GDM] (CSM),,<-2> [GDM] (CSM),,<-1>,,<-1>,,<-1>,,<-1>
gtmpcnut,12/20/2010 11:00,2,1,,0.011,0,0.040,0,0.0177,<-4> [SBL] (CHB),0.0100,<-4> [SBL],,<-4> [SCB],0.0027,0,,<-4> [SCB],0.248,0,4.5,0,3.4,0,2.1,0,1.60,0,52.8,0,,<-1>,34,0,,<-1>,,<-1>,3.3,0,12.8,0,,<-1>,,<-1>,,<-1>,,<-1>
gtmpcnut,12/20/2010 13:30,2,1,,0.016,0,0.066,0,0.0177,<-4> [SBL] (CHB),0.0100,<-4> [SBL],,<-4> [SCB],0.0033,0,,<-4> [SCB],0.143,0,10.1,0,8.5,0,3.1,0,2.69,0,54.4,0,,<-1>,30,0,,<-1>,,<-1>,5.3,0,14.6,0,,<-1>,,<-1>,,<-1>,,<-1>
gtmpcnut,12/20/2010 16:00,2,1,,0.018,0,0.065,0,0.0177,<-4> [SBL] (CHB),0.0100,<-4> [SBL],,<-4> [SCB],0.0052,0,,<-4> [SCB],0.172,0,14.2,0,12.1,0,4.0,0,3.48,0,46.8,0,,<-1>,27,0,,<-1>,,<-1>,5.7,0,17.2,0,,<-1>,,<-1>,,<-1>,,<-1>
gtmpcnut,12/20/2010 18:30,2,1,,0.019,0,0.045,0,0.0177,<-4> [SBL] (CHB),0.0100,<-4> [SBL],,<-4> [SCB],0.0077,0,,<-4> [SCB],0.347,0,15.9,0,13.2,0,5.2,0,3.82,0,58.0,0,,<-1>,26,0,,<-1>,,<-1>,5.6,0,17.7,0,,<-1>,,<-1>,,<-1>,,<-1>
gtmpcnut,12/20/2010 21:00,2,1,,0.018,0,0.044,0,0.0177,<-4> [SBL] (CHB),0.0100,<-4> [SBL],,<-4> [SCB],0.0034,0,,<-4> [SCB],0.344,0,11.3,0,9.8,0,2.9,0,3.51,0,38.8,0,,<-1>,29,0,,<-1>,,<-1>,4.6,0,17.0,0,,<-1>,,<-1>,,<-1>,,<-1>
gtmpcnut,12/20/2010 23:30,2,1,,0.017,0,0.065,0,0.0177,<-4> [SBL] (CHB),0.0100,<-4> [SBL],,<-4> [SCB],0.0021,<-4> [SBL],,<-4> [SCB],0.282,0,11.6,0,10.3,0,2.6,0,2.81,0,38.8,0,,<-1>,30,0,,<-1>,,<-1>,4.6,0,15.4,0,,<-1>,,<-1>,,<-1>,,<-1>
gtmpcnut,12/21/2010 02:00,2,1,,0.017,0,0.059,0,0.022,<1> (CHB),0.0100,<-4> [SBL],,<-4> [SCB],0.0021,<-4> [SBL],,<-4> [SCB] (CHB),0.230,0,14.7,0,12.7,0,3.8,0,3.60,0,40.0,0,,<-1>,27,0,,<-1>,,<-1>,5.4,0,18.7,0,,<-1>,,<-1>,,<-1>,,<-1>
gtmpcnut,12/21/2010 04:30,2,1,,0.018,0,0.071,0,0.025,<1> (CHB),0.0100,<-4> [SBL],,<-4> [SCB],0.0021,<-4> [SBL],,<-4> [SCB] (CHB),0.285,0,14.0,0,11.4,0,4.8,0,2.78,0,37.2,0,,<-1>,28,0,,<-1>,,<-1>,5.4,0,20.4,0,,<-1>,,<-1>,,<-1>,,<-1>
gtmpcnut,12/21/2010 07:00,2,1,,0.020,0,0.088,0,0.0177,<-4> [SBL] (CHB),0.0100,<-4> [SBL],,<-4> [SCB],0.0021,<-4> [SBL],,<-4> [SCB],0.316,0,18.3,0,15.9,0,4.7,0,3.70,0,33.6,0,,<-1>,25,0,,<-1>,,<-1>,5.2,0,22.8,0,,<-1>,,<-1>,,<-1>,,<-1>
gtmpcnut,12/21/2010 09:30,2,1,,0.018,0,0.057,0,0.026,<1> (CHB),0.0100,<-4> [SBL],,<-4> [SCB],0.0021,<-4> [SBL],,<-4> [SCB] (CHB),0.328,0,11.0,0,9.6,0,2.8,0,2.33,0,33.2,0,,<-1>,29,0,,<-1>,,<-1>,4.6,0,17.7,0,,<-1>,,<-1>,,<-1>,,<-1>
gtmpcnut,12/21/2010 12:00,2,1,,0.014,0,0.048,0,0.024,<1> (CHB),0.0100,<-4> [SBL],,<-4> [SCB],0.0021,<-4> [SBL],,<-4> [SCB] (CHB),0.266,0,7.3,0,6.2,0,1.9,0,1.77,0,36.0,0,,<-1>,32,0,,<-1>,,<-1>,3.2,0,15.9,0,,<-1>,,<-1>,,<-1>,,<-1>
